level,lesson_order,lesson_title,greek,russian,example
A2,12,Урок 11,η πρόσβαση,доступ,
A2,12,Урок 11,οι συγκοινωνίες,транспорт,
A2,12,Урок 11,ο ηλιακός θερμοσίφωνας,солнечный нагреватель воды,
A2,12,Урок 11,κατάλληλος,подходящий,
A2,12,Урок 11,η κατασκευή,"конструкция, сооружение, строительство",
A2,12,Урок 11,το ιατρείο,кабинет врача,
A2,12,Урок 11,γωνιακός,угловой,
A2,12,Урок 11,οι ηλεκτρικές συσκευές,электроприборы,
A2,12,Урок 11,γουστάρω,"хотеть, нравиться",
A2,12,Урок 11,άπειρος,"бесчисленный, неопытный",
A2,12,Урок 11,το ψάξιμο,поиск,
A2,12,Урок 11,το μυαλό,"мозг, ум",
A2,12,Урок 11,η τέντα,"тент, навес",
A2,12,Урок 11,κύριος,главный,
A2,12,Урок 11,η πόρτα ασφαλείας,дверь с замками для безопасности,
A2,12,Урок 11,πόσο χαίρομαι που,как я рад что,
A2,12,Урок 11,επιτέλους,наконец-то,
A2,12,Урок 11,ξανά,снова,
A2,12,Урок 11,φαίνομαι,казаться,
A2,12,Урок 11,σύντομα,"кратко, скоро, в скором времени",
A2,12,Урок 11,το θυροτηλέφωνο,домофон,
A2,12,Урок 11,η θέση πάρκινγκ,парковка,
A2,12,Урок 11,ανακαινισμένος,отремонтированный,
A2,12,Урок 11,φρεσκοβαμμένος,свежеокрашенный,
A2,12,Урок 11,τα κοινόχρηστα,плата за общее пользование (подъезд),
A2,12,Урок 11,η σοφίτα,мансарда,
A2,12,Урок 11,η σκεπή (η στέγη),крыша,
A2,12,Урок 11,τα κεραμίδια,черепица,
A2,12,Урок 11,τα κάγκελα,решётка,
A2,12,Урок 11,ο φράκτης,"забор, ограда",
A2,12,Урок 11,η αυλή,двор,
A2,12,Урок 11,η πισίνα,бассейн,
A2,12,Урок 11,το παγκάκι,лавочка,
A2,12,Урок 11,η κούνια,качели,
A2,12,Урок 11,ο ιδιοκτήτης / η ιδιοκτήτρια,владелец,
A2,12,Урок 11,ο ενοικιαστής / η ενοικιάστρια,квартиросъёмщик,
A2,12,Урок 11,μετακομίζω,переезжать,
A2,12,Урок 11,η πέτρα,камень,
A2,12,Урок 11,πέτρινος,каменный,
A2,12,Урок 11,το ξύλο,дерево,
A2,12,Урок 11,ξύλινος,деревянный,
A2,12,Урок 11,το τούβλο,кирпич,
A2,12,Урок 11,ενδιαφέρομαι,интересоваться,
A2,12,Урок 11,η ευκαιρία,"удобный случай, шанс",
A2,12,Урок 11,στρογγυλός,круглый,
A2,12,Урок 11,ονειρεύομαι,мечтать,
A2,12,Урок 11,βιάζομαι,спешить,
A2,12,Урок 11,αγχώνομαι,волноваться,
A2,12,Урок 11,αισθάνομαι,чувствовать,
A2,12,Урок 11,σιχαίνομαι,"испытывать отвращение, брезговать",
A2,12,Урок 11,αδέσποτος,бездомный (животное),
A2,12,Урок 11,θετικός,положительный,
A2,12,Урок 11,το σημείο,"точка, пункт",
A2,12,Урок 11,προηγούμενος,предыдущий,
A2,12,Урок 11,η απόφαση,решение,
A2,12,Урок 11,το εξώφυλλο,обложка,
A2,12,Урок 11,τα υποδήματα,обувь,
A2,12,Урок 11,το κτήριο,здание,
A2,12,Урок 11,η χρήση,использование,
A2,12,Урок 11,η κριτική,критика,
A2,12,Урок 11,κατηγορώ,обвинять,
A2,12,Урок 11,ο πρόεδρος,президент,
A2,12,Урок 11,το εισόδημα,доход,
A2,12,Урок 11,η Μεσόγειος,"Средиземное море, Средиземноморье",
A2,12,Урок 11,προσφέρω,"предоставлять, преподносить",
A2,12,Урок 11,άριστος,отличный,
A2,12,Урок 11,η ποιότητα,качество,
A2,12,Урок 11,ο κάτοχος,владелец,
A2,12,Урок 11,η παράσταση,спектакль,
A2,12,Урок 11,τα χρωματιστά,цветные карандаши,
A2,12,Урок 11,ο επιστήμονας,ученый,
A2,12,Урок 11,πεντάστερος,пятизвездочный,
A2,12,Урок 11,το τέλος,конец,
A2,12,Урок 11,η καριέρα,карьера,
A2,12,Урок 11,"οι συνομιλίες, οι διαπραγματεύσεις",переговоры,
A2,12,Урок 11,η σημασία,значение,
A2,12,Урок 11,η συνάντηση,встреча,
A2,12,Урок 11,ο επιχειρηματίας,предприниматель,
A2,12,Урок 11,σέβομαι,уважать,
A2,12,Урок 11,ο πολίτης,гражданин,
A2,12,Урок 11,το έγγραφο,документ,
A2,12,Урок 11,ο κάτοικος,житель,
A2,12,Урок 11,ο κανόνας,правило,
A2,12,Урок 11,ελέγχω,проверять,
A2,12,Урок 11,το εμπόρευμα,товар,
A2,12,Урок 11,τα στοιχεία,данные,
A2,12,Урок 11,η ανθοδέσμη,букет,
A2,12,Урок 11,γνωρίζω,знакомить,
A2,12,Урок 11,"το μοναστήρι, η μονή",монастырь,
A2,12,Урок 11,η αγορά,"покупка, рынок",
A2,12,Урок 11,η επιτυχία,успех,
A2,12,Урок 11,ο πληθυσμός,население,
A2,12,Урок 11,το οικόπεδο,участок земли,
A2,12,Урок 11,αδιαφορώ,быть безразличным,
A2,12,Урок 11,η μυρωδιά,запах,
A2,12,Урок 11,η οδηγία,"директива, инструкция",
A2,12,Урок 11,ήσυχος,спокойный,
A2,12,Урок 11,η κοινωνία,общество,
A2,12,Урок 11,η προστασία,"защита, охрана",
A2,12,Урок 11,ο ξεναγός,гид,
A2,12,Урок 11,η λύση,решение,
A2,12,Урок 11,η μελέτη,изучение,
A2,12,Урок 11,το εξωτερικό,территория за пределами страны,
A2,12,Урок 11,το στολίδι,украшение,
A2,12,Урок 11,το λογιστήριο,бухгалтерия,
A2,12,Урок 11,η νίκη,победа,
A2,12,Урок 11,το πρωτάθλημα,чемпионат,
A2,12,Урок 11,αλλάζω,менять,
A2,12,Урок 11,ο λαός,народ,
A2,12,Урок 11,η Ευρωπαϊκή Ένωση,Евросоюз,
A2,12,Урок 11,η ασθένεια,заболевание,
A2,12,Урок 11,η θεραπεία,лечение,
A2,12,Урок 11,σημερινός,сегодняшний,
A2,12,Урок 11,το άρθρο,статья,
A2,12,Урок 11,ο ωκεανός,океан,
A2,12,Урок 11,το αποτέλεσμα,результат,
B1,1,B1 · Ενότητα 1,το τόξο,лук,
B1,1,B1 · Ενότητα 1,η απόσταση,расстояние,
B1,1,B1 · Ενότητα 1,τα χαρακτηριστικά προσώπου,черты лица,
B1,1,B1 · Ενότητα 1,το ένστικτο,инстинкт,
B1,1,B1 · Ενότητα 1,το συναίσθημα,чувство,
B1,1,B1 · Ενότητα 1,το σημάδι,"след, метка, знак",
B1,1,B1 · Ενότητα 1,το δοκίμιο,эссе,
B1,1,B1 · Ενότητα 1,το απόσπασμα,"отрывок (речи, текста), отряд, расстрел",
B1,1,B1 · Ενότητα 1,η προσέγγιση,"подход, приближение",
B1,1,B1 · Ενότητα 1,η διάσταση,"размер, измерение, отдаление (об отношениях супругов)",
B1,1,B1 · Ενότητα 1,η ωριμότητα,зрелость,
B1,1,B1 · Ενότητα 1,η σεμνότητα,скромность,
B1,1,B1 · Ενότητα 1,ο δυναμισμός,динамизм,
B1,1,B1 · Ενότητα 1,η ευγένεια,"благородство, вежливость",
B1,1,B1 · Ενότητα 1,η ευαισθησία,"чувствительность, ранимость",
B1,1,B1 · Ενότητα 1,η ανωριμότητα,незрелость,
B1,1,B1 · Ενότητα 1,η ανταύγεια,отблеск,
B1,1,B1 · Ενότητα 1,η βλεφαρίδα,ресница,
B1,1,B1 · Ενότητα 1,ο παράγοντας,"фактор, важная персона",
B1,1,B1 · Ενότητα 1,ο γραφικός χαρακτήρας,почерк,
B1,1,B1 · Ενότητα 1,το πανί,полотно,
B1,1,B1 · Ενότητα 1,η προσωπικότητα,личность,
B1,1,B1 · Ενότητα 1,ο/η σύντροφος,"товарищ, сожитель",
B1,1,B1 · Ενότητα 1,η συντροφικότητα,отношения между товарищами,
B1,1,B1 · Ενότητα 1,ο κύβος,"куб, жребий",
B1,1,B1 · Ενότητα 1,τα διόδια,дорожная пошлина,
B1,1,B1 · Ενότητα 1,η άνοδος,рост,
B1,1,B1 · Ενότητα 1,η αντίληψη,воззрение,
B1,1,B1 · Ενότητα 1,η κατάψυξη,"замораживание, морозильник",
B1,1,B1 · Ενότητα 1,ο συνδυασμός,сочетание,
B1,1,B1 · Ενότητα 1,η απαίτηση,требование,
B1,1,B1 · Ενότητα 1,η ιδιαιτερότητα,особенность,
B1,1,B1 · Ενότητα 1,το κουτσομπολιό,сплетня,
B1,1,B1 · Ενότητα 1,η νενέκα,бабушка,
B1,1,B1 · Ενότητα 1,το διαζύγιο,развод,
B1,1,B1 · Ενότητα 1,το μαγείρεμα,приготовление пищи,
B1,1,B1 · Ενότητα 1,το πέρασμα,"проход, прошествие",
B1,1,B1 · Ενότητα 1,τα γεράματα,старость,
B1,1,B1 · Ενότητα 1,το ξεκίνημα,начало,
B1,1,B1 · Ενότητα 1,ο γαμπρός,"зять, жених",
B1,1,B1 · Ενότητα 1,η ασχολία,занятие,
B1,1,B1 · Ενότητα 1,ο τομέας,"сектор, сфера",
B1,1,B1 · Ενότητα 1,η πολίτισσα,жительница Константинополя,
B1,1,B1 · Ενότητα 1,η αρχόντισσα,знатная дама,
B1,1,B1 · Ενότητα 1,το δείγμα,образец,
B1,1,B1 · Ενότητα 1,η ομοιότητα,сходство,
B1,1,B1 · Ενότητα 1,το ζώδιο,знак зодиака,
B1,1,B1 · Ενότητα 1,η αγωνία,"переживание, волнение, агония, нетерпение",
B1,1,B1 · Ενότητα 1,η συνεργασία,сотрудничество,
B1,1,B1 · Ενότητα 1,η εμφάνιση,"появление, внешность",
B1,1,B1 · Ενότητα 1,το χόμπι,хобби,
B1,1,B1 · Ενότητα 1,η δόξα,слава,
B1,1,B1 · Ενότητα 1,η ουσία,"вещество, суть, сущность",
B1,1,B1 · Ενότητα 1,η τόλμη,"отвага, смелость",
B1,1,B1 · Ενότητα 1,η αφή,"осязание, зажжение (огня)",
B1,1,B1 · Ενότητα 1,το τάβλι,нарды,
B1,1,B1 · Ενότητα 1,η γαλήνη,спокойствие,
B1,1,B1 · Ενότητα 1,ο έφηβος,подросток,
B1,1,B1 · Ενότητα 1,η εκπομπή,"передача, выброс",
B1,1,B1 · Ενότητα 1,η βεγγέρα,визит (допоздна),
B1,1,B1 · Ενότητα 1,η σφραγίδα,печать,
B1,1,B1 · Ενότητα 1,κεντώ,вышивать,
B1,1,B1 · Ενότητα 1,διαμορφώνω,формировать,
B1,1,B1 · Ενότητα 1,ανακαλύπτω,открывать,
B1,1,B1 · Ενότητα 1,προσπερνώ,"обходить, обгонять",
B1,1,B1 · Ενότητα 1,εννοώ,"иметь ввиду, понимать, подразумевать",
B1,1,B1 · Ενότητα 1,αποκαλώ,"называть, прозывать",
B1,1,B1 · Ενότητα 1,αποκτώ,приобретать,
B1,1,B1 · Ενότητα 1,παρατώ,"бросать, оставлять",
B1,1,B1 · Ενότητα 1,ελευθερώνω,освобождать,
B1,1,B1 · Ενότητα 1,παραμένω,оставаться,
B1,1,B1 · Ενότητα 1,ξεφλουδίζω,"чистить кожуру, шелушиться",
B1,1,B1 · Ενότητα 1,συνδυάζω,сочетать,
B1,1,B1 · Ενότητα 1,αναζητώ,искать,
B1,1,B1 · Ενότητα 1,φανερώνω,"проявлять, показывать, открывать",
B1,1,B1 · Ενότητα 1,προεξέχω,"торчать, выдаваться вперед, выступать",
B1,1,B1 · Ενότητα 1,συμβολίζω,символизировать,
B1,1,B1 · Ενότητα 1,ηρεμώ,"успокаивать, успокаиваться",
B1,1,B1 · Ενότητα 1,ωριμάζω,"становиться зрелым, созревать, поспевать",
B1,1,B1 · Ενότητα 1,δυναμώνω,"укреплять, становиться сильным",
B1,1,B1 · Ενότητα 1,ενώνω,"объединять, соединять",
B1,1,B1 · Ενότητα 1,διαφωνώ,выражать разногласие,
B1,1,B1 · Ενότητα 1,νευρικός,нервный,
B1,1,B1 · Ενότητα 1,θεωρητικός,теоретический,
B1,1,B1 · Ενότητα 1,πρακτικός,практический,
B1,1,B1 · Ενότητα 1,δυναμικός,динамический,
B1,1,B1 · Ενότητα 1,συμβολικός,символический,
B1,1,B1 · Ενότητα 1,πληροφοριακός,информационный,
B1,1,B1 · Ενότητα 1,μακρόστενος,"удлиненный, вытянутый",
B1,1,B1 · Ενότητα 1,χλωμός,бледный,
B1,1,B1 · Ενότητα 1,ασήμαντος,неважный,
B1,1,B1 · Ενότητα 1,μεγαλόσωμος,крупный (телосложение),
B1,1,B1 · Ενότητα 1,μικρόσωμος,мелкий (телосложение),
B1,1,B1 · Ενότητα 1,ερωτικός,"любовный, эротический",
B1,1,B1 · Ενότητα 1,γερασμένος,постаревший,
B1,1,B1 · Ενότητα 1,αλλαγμένος,изменившийся,
B1,1,B1 · Ενότητα 1,μαγειρευτός,"приготовленный (в кастрюле, в духовке)",
B1,1,B1 · Ενότητα 1,φιλοξενούμενος,находящийся в гостях,
B1,1,B1 · Ενότητα 1,περαστικός,прохожий,
B1,1,B1 · Ενότητα 1,πολίτικος,относящийся к Константинополю,
B1,1,B1 · Ενότητα 1,ορισμένος,определенный,
B1,1,B1 · Ενότητα 1,θεαματικός,"впечатляющий, зрелищный",
B1,1,B1 · Ενότητα 1,ψυχαγωγικός,развлекательный,
B1,1,B1 · Ενότητα 1,υγιεινός,полезный здоровью,
B1,1,B1 · Ενότητα 1,παχουλός,полный,
B1,1,B1 · Ενότητα 1,δίδυμος,близнец,
B1,1,B1 · Ενότητα 1,ευαίσθητος,"ранимый, чувствительный",
B1,1,B1 · Ενότητα 1,ανώριμος,незрелый,
B1,1,B1 · Ενότητα 1,σταθερός,"стабильный, устойчивый",
B1,1,B1 · Ενότητα 1,κουτός,глупый,
B1,1,B1 · Ενότητα 1,αναίσθητος,"безразличный, бесчувственный, находящийся в бесчувственном состоянии",
B1,1,B1 · Ενότητα 1,ανίκανος,неспособный,
B1,1,B1 · Ενότητα 1,ετεροθαλής,сводный,
B1,1,B1 · Ενότητα 1,αισιόδοξος,оптимист,
B1,1,B1 · Ενότητα 1,απαισιόδοξος,пессимист,
B1,1,B1 · Ενότητα 1,ικανός,способный,
B1,1,B1 · Ενότητα 1,αμυγδαλωτός,"миндалевидный, миндальный",
B1,1,B1 · Ενότητα 1,άλλωστε,впрочем,
B1,1,B1 · Ενότητα 1,το μέρος,"место, часть",
B1,1,B1 · Ενότητα 1,το είδος,вид,
B1,1,B1 · Ενότητα 1,το τέλος,конец,
B1,1,B1 · Ενότητα 1,το άγχος,стресс,
B1,1,B1 · Ενότητα 1,το λίπος,жир,
B1,1,B1 · Ενότητα 1,το στήθος,"грудь, грудинка",
B1,1,B1 · Ενότητα 1,το δάσος,лес,
B1,1,B1 · Ενότητα 1,το ύφος,вид (внешне),
B1,1,B1 · Ενότητα 1,το κράτος,государство,
B1,1,B1 · Ενότητα 1,το έθνος,нация,
B1,1,B1 · Ενότητα 1,το μέλος,член,
B1,1,B1 · Ενότητα 1,το πλήθος,толпа,
B1,1,B1 · Ενότητα 1,το κόστος,себестоимость,
B1,1,B1 · Ενότητα 1,το κέρδος,прибыль,
B1,1,B1 · Ενότητα 1,το χρέος,долг,
B1,1,B1 · Ενότητα 1,το βέλος,стрела,
B1,1,B1 · Ενότητα 1,το θάρρος,отвага (нет р.п. мн.ч.),
B1,1,B1 · Ενότητα 1,το θράσος,"наглость, дерзость (нет мн.ч.)",
B1,1,B1 · Ενότητα 1,το ήθος,нрав,
B1,1,B1 · Ενότητα 1,το πάθος,страсть,
B1,1,B1 · Ενότητα 1,το γένος,род,
B1,1,B1 · Ενότητα 1,το πένθος,траур,
B1,1,B1 · Ενότητα 1,το βρέφος,младенец,
B1,1,B1 · Ενότητα 1,το κράνος,"шлем, каска",
B1,1,B1 · Ενότητα 1,το ίχνος,след,
B1,1,B1 · Ενότητα 1,το μίσος,ненависть (нет р.п. мн.ч.),
B1,1,B1 · Ενότητα 1,το χάος,хаос (нет мн.ч.),
B1,1,B1 · Ενότητα 1,το μήκος,длина,
B1,1,B1 · Ενότητα 1,το ύψος,высота,
B1,1,B1 · Ενότητα 1,το πλάτος,ширина,
B1,1,B1 · Ενότητα 1,το φάρδος,ширина,
B1,1,B1 · Ενότητα 1,το βάθος,глубина,
B1,1,B1 · Ενότητα 1,το βάρος,"вес, тяжесть",
B1,1,B1 · Ενότητα 1,το μέγεθος,размер,
B1,1,B1 · Ενότητα 1,το πέλαγος,море,
B1,1,B1 · Ενότητα 1,το όφελος,"польза, выгода",
B1,1,B1 · Ενότητα 1,το έδαφος,"почва, территория",
B1,1,B1 · Ενότητα 1,το στέλεχος,главный член,
B1,1,B1 · Ενότητα 1,το όρος,гора,
B1,1,B1 · Ενότητα 1,το άνθος,цветок,
B1,1,B1 · Ενότητα 1,το χείλος,губа,
B1,1,B1 · Ενότητα 1,ο ψαράς,рыбак,
B1,1,B1 · Ενότητα 1,ο ντολμάς,долма (блюдо),
B1,1,B1 · Ενότητα 1,ο βασιλιάς,царь,
B1,1,B1 · Ενότητα 1,ο μπαμπάς,папа,
B1,1,B1 · Ενότητα 1,ο λουκουμάς,лукумас (сладость),
B1,1,B1 · Ενότητα 1,ο καστανάς,продавец жареных каштанов,
B1,1,B1 · Ενότητα 1,ο περιπτεράς,владелец или продавец киоска,
B1,1,B1 · Ενότητα 1,ο καβγάς,ссора,
B1,1,B1 · Ενότητα 1,ο υπναράς,соня,
B1,1,B1 · Ενότητα 1,ο παπάς,поп,
B1,1,B1 · Ενότητα 1,ο μουσακάς,мусака (блюдо),
B1,1,B1 · Ενότητα 1,ο αρακάς,горох,
B1,1,B1 · Ενότητα 1,ο χαλβάς,халва (сладость),
B1,1,B1 · Ενότητα 1,ο μπακλαβάς,пахлава (сладость),
B1,1,B1 · Ενότητα 1,ο κουβάς,ведро,
B1,1,B1 · Ενότητα 1,ο ρολογάς,часовщик,
B1,1,B1 · Ενότητα 1,ο σφουγγαράς,ныряльщик за губками (профессия),
B1,1,B1 · Ενότητα 1,ο μπελάς,"проблема, головная боль",
B1,1,B1 · Ενότητα 1,ο αμαξάς,кучер,
B1,1,B1 · Ενότητα 1,ο βοριάς,северный ветер,
B1,1,B1 · Ενότητα 1,ο γιακάς,воротник,
B1,1,B1 · Ενότητα 1,ο γαλατάς,продавец молока,
B1,1,B1 · Ενότητα 1,ο κουμπαράς,копилка,
B1,1,B1 · Ενότητα 1,ο μπακάλης,продавец в продуктовом магазине,
B1,1,B1 · Ενότητα 1,ο σουβλατζής,имеющий шашлычную,
B1,1,B1 · Ενότητα 1,ο βαρκάρης,лодочник,
B1,1,B1 · Ενότητα 1,ο καφετζής,имеющий кофейню,
B1,1,B1 · Ενότητα 1,ο φορτηγατζής,водитель грузовика,
B1,1,B1 · Ενότητα 1,ο παλιατζής,старьевщик,
B1,1,B1 · Ενότητα 1,ο ταβερνιάρης,владелец таверны,
B1,1,B1 · Ενότητα 1,ο ψιλικατζής,продавец мелких товаров,
B1,1,B1 · Ενότητα 1,ο κουλουρτζής (κουλουράς),продавец баранок,
B1,1,B1 · Ενότητα 1,ο μανάβης,продавец овощей и фруктов,
B1,1,B1 · Ενότητα 1,ο μπογιατζής,маляр,
B1,1,B1 · Ενότητα 1,ο τσαγκάρης / ο παπουτσής,сапожник,
B1,1,B1 · Ενότητα 1,ο φούρναρης,пекарь,
B1,1,B1 · Ενότητα 1,ο ταξιτζής,таксист,
B1,1,B1 · Ενότητα 1,ο χιμπατζής,шимпанзе,
B1,1,B1 · Ενότητα 1,ο παγωτατζής,продавец мороженого,
B1,1,B1 · Ενότητα 1,ο μπέμπης,маленький ребенок,
B1,1,B1 · Ενότητα 1,ο νοικοκύρης,хозяин,
B1,1,B1 · Ενότητα 1,ο χασάπης,мясник,
B1,1,B1 · Ενότητα 1,ο καναπές,диван,
B1,1,B1 · Ενότητα 1,ο μεζές,закуска,
B1,1,B1 · Ενότητα 1,ο πουρές,пюре,
B1,1,B1 · Ενότητα 1,ο μπουφές,"буфет, шведский стол",
B1,1,B1 · Ενότητα 1,ο λεκές,пятно,
B1,1,B1 · Ενότητα 1,ο τενεκές,жестяная банка,
B1,1,B1 · Ενότητα 1,ο κεφτές,круглая котлетка,
B1,1,B1 · Ενότητα 1,ο καφές,кофе,
B1,1,B1 · Ενότητα 1,ο φερετζές,"чадра, паранджа",
B1,1,B1 · Ενότητα 1,ο παππούς,дедушка,
B1,1,B1 · Ενότητα 1,ο νους,ум,
B1,1,B1 · Ενότητα 1,ο Ιησούς,Иисус,
B1,1,B1 · Ενότητα 1,η γιαγιά,бабушка,
B1,1,B1 · Ενότητα 1,η κυρά,госпожа,
B1,1,B1 · Ενότητα 1,η μαμά,мама,
B1,1,B1 · Ενότητα 1,η νταντά,няня,
B1,1,B1 · Ενότητα 1,η αλεπού,лиса,
B1,1,B1 · Ενότητα 1,η μαϊμού,обезьяна,
B1,1,B1 · Ενότητα 1,η ταξιτζού,таксист (женщина),
B1,1,B1 · Ενότητα 1,η υπναρού,соня (женщина),
B1,1,B1 · Ενότητα 1,η γλωσσού,болтушка,
B1,1,B1 · Ενότητα 1,τα ψάρια,του ψαρά / των ψαράδων,
